"Продам мониторы от 15"" до 22""",4 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitory-ot-15-do-22-IDjUpZC.html,bebb297cc368729c5ca1d17e9b7b9ebc
"Мониторы новые в упаковке Sanc 27"" FullHD 75Hz",60 000 тг.,https://www.olx.kz/d/obyavlenie/monitory-novye-v-upakovke-sanc-27-fullhd-75hz-IDnuBFu.html,88a5b5da84137e43911985b4b25e11cc
БУ мониторы большой ассортимент. Гарантия. Timing,11 000 тг.,https://www.olx.kz/d/obyavlenie/bu-monitory-bolshoy-assortiment-garantiya-timing-IDnzli5.html,74e9930c37268cccd4e64deb9c649f57
Монитор Самсунг,15 000 тг..css-1vxklie{color:#7F9799;font-size:12px;line-height:16px;font-weight:100;display:block;width:100%;text-align:right;}Договорная,https://www.olx.kz/d/obyavlenie/monitor-samsung-IDnzW8E.html,22e44508873487a0d8123edd8bbb82fe
Игровой Монитор 165 герц 24 дюйма IPS Acer Nitro XV240YPbmiiprx,75 000 тг.,https://www.olx.kz/d/obyavlenie/igrovoy-monitor-165-gerts-24-dyuyma-ips-acer-nitro-xv240ypbmiiprx-IDnzTxV.html,1e9129aeb456f5f3737ca11e8e2fe10b
Продам 23.6-дюймовый монитор Philips 243V5QHABA,55 555 тг.Договорная,https://www.olx.kz/d/obyavlenie/prodam-23-6-dyuymovyy-monitorphilips-243v5qhaba-IDnzT2I.html,e5c9ff63f420e2be4c3b3176ba3c263d
Отдам 1 кило банан размер 2 месяц до 1.5 гудок пойдет,Бесплатно,https://www.olx.kz/d/obyavlenie/otdam-1-kilo-banan-razmer-2-mesyats-do-1-5-gudok-poydet-IDnzSIP.html,8d382654d9c88a5875eefdd6528831fb
Игровой монитор Titan Army 165гц,110 000 тг.Договорная,https://www.olx.kz/d/obyavlenie/igrovoy-monitor-titan-army-165gts-IDn6Rxm.html,4707cfe5bbd920ced4fc770e46c3f25c
Монитор Samsung 24 CF396,46 000 тг.,https://www.olx.kz/d/obyavlenie/monitor-samsung-24-cf396-IDnzSwA.html,c2df0148c4408399fae6f3bd2c259912
ASUS ROG Swift PRO 360Hz,300 000 тг.,https://www.olx.kz/d/obyavlenie/asus-rog-swift-pro-360hz-IDmBqck.html,882d00984b15de40074444b6013c3a79
"Игровой монитор Samsung 165гц, 32дюим, изогнутый,",140 000 тг.,https://www.olx.kz/d/obyavlenie/igrovoy-monitor-samsung-165gts-32dyuim-izognutyy-IDkxHKv.html,c0c42a52ad38bec0e458f4e79ccadff2
"Игровой монитор НКС (Antgaming) , 144гц, 27дюим, изогнутый экран",140 000 тг.Договорная,https://www.olx.kz/d/obyavlenie/igrovoy-monitor-nks-antgaming-144gts-27dyuim-izognutyy-ekran-IDkGK2x.html,def202cf91ac8e9003f01581a223b352
"Игровой монитор Titan Army 27дюим ,4K, 144гц , HDR400,",310 000 тг.,https://www.olx.kz/d/obyavlenie/igrovoy-monitor-titan-army-27dyuim-4k-144gts-hdr400-IDn6ONK.html,3b60190f16dbb4e403a43ff472b95816
4к монитор LG 27ul500,100 000 тг.,https://www.olx.kz/d/obyavlenie/4k-monitor-lg-27ul500-IDnzpXv.html,9a67f31931f62f8103c360d17af1a13b
Продам мониторы от 15 до 22,4 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitory-ot-15-do-22-IDmX1uP.html,be7ff706482648fa79429510b887b0c7
Монитор BenQ Mobiuz EX2510,105 000 тг.,https://www.olx.kz/d/obyavlenie/monitor-benq-mobiuz-ex2510-IDnzmXh.html,c57d3d74f9b4f45a6b9cf5b3b5d129f8
"Мониторы HKC , 32 дюим , 165гц , Изгнутый",145 000 тг.Договорная,https://www.olx.kz/d/obyavlenie/monitory-hkc-32-dyuim-165gts-izgnutyy-IDmsfJO.html,4840547f1bd2223d46aea7651c6e5f56
"Игровой монитор TITAN ARMY, 240гц , Изогнутый экран",135 000 тг.Договорная,https://www.olx.kz/d/obyavlenie/igrovoy-monitor-titan-army-240gts-izognutyy-ekran-IDkGLyh.html,b30245e3b684527aa65749a96f72a7d5
"Asus TUF 24.5” 280гц ,1мс, fast ips",215 000 тг.,https://www.olx.kz/d/obyavlenie/asus-tuf-24-5-280gts-1ms-fast-ips-IDmBWPB.html,5aa8aab4d79c5d315ded785f666645ca
Монитор 19 д,20 000 тг.,https://www.olx.kz/d/obyavlenie/monitor-19-d-IDnzRWk.html,a599bbe562641eab4c40099c6eec05ad
Моноблок,75 000 тг.Договорная,https://www.olx.kz/d/obyavlenie/monoblok-IDnzRpM.html,c722479f7eede9bcd5073826cd5930ac
Монитор Samsung E1920,8 000 тг.Договорная,https://www.olx.kz/d/obyavlenie/monitor-samsung-e1920-IDnzQCs.html,4ad6f7deffa8f464bdd91a1aea1174b6
"Продам монитор LG, с клавиатурой",7 000 тг.,https://www.olx.kz/d/obyavlenie/prodam-monitor-lg-s-klaviaturoy-IDnsZSb.html,cff9ee851aad04580e7fae223a7bec04
